,Date,Month,spring,summer,winter,Mean Pressure(hPa),pressure_sma_7,Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Dew Point(deg. C),Mean Relative Humidity(%),humidity_sma_7,Mean Amount of Cloud(%),cloud_sma_7,Total Bright Sunshine(hours),sunshine_sma_7,Prevailling Wind Direction(degrees),PWD_missing,wind_direction,Mean Wind Speed(km/h),MWS_missing,Total Rainfall(mm),rainfall_sma_7,rain_tmr_mm,rain_tmr_class
37,2000-02-07,2,0,0,1,1017.0,1020.3999999999999,19.5,16.4,14.3,10.5,69,78.71428571428571,54,63.142857142857146,8.3,4.757142857142858,30.0,False,NNE,17.0,False,0.0,1.0000000000000004,0.0,0
38,2000-02-08,2,0,0,1,1018.8,1019.2714285714285,17.3,14.6,12.3,7.0,61,76.42857142857143,28,55.0,8.0,5.714285714285715,10.0,False,NNE,27.0,False,0.0,0.31428571428571483,0.0,0
39,2000-02-09,2,0,0,1,1019.0,1018.5714285714286,16.7,14.7,13.3,8.5,67,74.14285714285714,27,46.285714285714285,9.6,7.071428571428572,70.0,False,ENE,33.0,False,0.0,0.08571428571428623,0.0,0
40,2000-02-10,2,0,0,1,1016.9,1018.0,17.3,15.6,13.8,11.7,78,73.42857142857143,82,45.42857142857143,3.9,7.442857142857144,50.0,False,ENE,23.0,False,0.0,5.233908544661452e-16,0.0,0
41,2000-02-11,2,0,0,1,1015.2,1017.4142857142857,21.0,18.1,16.2,13.7,76,72.28571428571429,31,37.57142857142857,10.0,8.457142857142859,40.0,False,NNE,15.0,False,0.0,5.233908544661452e-16,0.0,0
42,2000-02-12,2,0,0,1,1014.9,1016.9285714285713,19.3,17.2,15.3,14.0,82,72.14285714285714,41,39.42857142857143,8.2,8.32857142857143,60.0,False,ENE,19.0,False,0.0,5.233908544661452e-16,0.0,0
43,2000-02-13,2,0,0,1,1013.7,1016.4999999999999,20.4,18.0,16.5,14.6,81,73.42857142857143,39,43.142857142857146,8.7,8.1,40.0,False,NNE,24.0,False,0.0,5.233908544661452e-16,0.0,0
44,2000-02-14,2,0,0,1,1014.5,1016.142857142857,21.6,19.0,16.4,15.8,82,75.28571428571429,16,37.714285714285715,9.1,8.214285714285714,30.0,False,NNE,11.0,False,0.0,5.233908544661452e-16,0.0,0
45,2000-02-15,2,0,0,1,1019.3,1016.2142857142856,19.4,16.5,15.2,12.3,76,77.42857142857143,57,41.857142857142854,1.7,7.314285714285715,70.0,False,ENE,33.0,False,0.0,5.233908544661452e-16,0.0,0
46,2000-02-16,2,0,0,1,1018.8,1016.1857142857142,17.7,15.8,14.7,9.9,68,77.57142857142857,64,47.142857142857146,6.7,6.9,70.0,True,ENE,34.0,True,0.0,5.233908544661452e-16,0.0,0
47,2000-02-17,2,0,0,1,1018.4,1016.3999999999999,16.9,15.7,15.1,12.4,81,78.0,88,48.0,0.1,6.3571428571428585,70.0,False,ENE,35.0,False,0.0,5.233908544661452e-16,0.0,0
48,2000-02-18,2,0,0,1,1015.4,1016.4285714285713,18.2,16.7,15.4,13.7,83,79.0,88,56.142857142857146,0.2,4.957142857142858,60.0,False,ENE,27.0,False,0.0,5.233908544661452e-16,0.0,0
49,2000-02-19,2,0,0,1,1010.8,1015.842857142857,22.3,19.7,16.8,18.4,92,80.42857142857143,88,62.857142857142854,0.0,3.7857142857142874,20.0,False,NNE,6.0,False,0.0,5.233908544661452e-16,0.7,0
50,2000-02-20,2,0,0,1,1010.8,1015.4285714285714,23.2,19.7,15.5,18.8,95,82.42857142857143,94,70.71428571428571,0.0,2.5428571428571445,220.0,False,SSW,23.0,False,0.7,0.10000000000000052,1.4,1
51,2000-02-21,2,0,0,1,1014.6,1015.4428571428572,15.6,14.6,13.8,13.2,91,83.71428571428571,95,82.0,0.0,1.2428571428571444,70.0,False,ENE,41.0,False,1.4,0.30000000000000054,1.7,1
52,2000-02-22,2,0,0,1,1013.7,1014.6428571428571,16.0,14.9,13.8,13.9,94,86.28571428571429,100,88.14285714285714,0.0,1.0000000000000016,60.0,False,ENE,31.0,False,1.7,0.5428571428571434,4.1,1
53,2000-02-23,2,0,0,1,1014.4,1014.0142857142856,15.9,15.0,14.3,14.2,95,90.14285714285714,100,93.28571428571429,0.0,0.04285714285714448,60.0,False,ENE,26.0,False,4.1,1.128571428571429,0.9,0
54,2000-02-24,2,0,0,1,1017.8,1013.9285714285714,14.7,13.6,12.5,11.7,88,91.14285714285714,100,95.0,0.0,0.028571428571430194,10.0,False,NNE,23.0,False,0.9,1.2571428571428576,2.5,1
55,2000-02-25,2,0,0,1,1019.8,1014.5571428571429,13.1,12.1,11.2,9.0,82,91.0,92,95.57142857142857,0.0,1.6217186323988894e-15,360.0,False,N,33.0,False,2.5,1.6142857142857145,1.2,1
56,2000-02-26,2,0,0,1,1022.1,1016.1714285714287,12.9,11.7,9.7,5.2,65,87.14285714285714,89,95.71428571428571,0.2,0.028571428571430194,10.0,False,NNE,35.0,False,1.2,1.785714285714286,0.0,0
57,2000-02-27,2,0,0,1,1021.5,1017.7,13.1,12.2,11.3,6.2,67,83.14285714285714,93,95.57142857142857,0.0,0.028571428571430194,20.0,False,NNE,23.0,False,0.0,1.6857142857142862,2.7,1
58,2000-02-28,2,0,0,1,1021.0,1018.6142857142858,14.0,12.2,11.1,10.6,90,83.0,95,95.57142857142857,0.0,0.028571428571430194,10.0,False,NNE,22.0,False,2.7,1.8714285714285719,5.4,1
59,2000-02-29,2,0,0,1,1022.5,1019.8714285714286,14.3,12.6,11.2,10.0,84,81.57142857142857,95,94.85714285714286,0.0,0.028571428571430194,10.0,False,NNE,25.0,False,5.4,2.400000000000001,12.8,1
60,2000-03-01,3,1,0,0,1021.3,1020.857142857143,14.4,12.8,11.0,11.6,93,81.28571428571429,98,94.57142857142857,0.0,0.028571428571430194,20.0,False,NNE,22.0,False,12.8,3.6428571428571437,14.6,1
61,2000-03-02,3,1,0,0,1019.2,1021.0571428571429,16.7,14.9,13.2,13.7,93,82.0,95,93.85714285714286,0.6,0.1142857142857159,30.0,False,NNE,19.0,False,14.6,5.600000000000001,0.0,0
62,2000-03-03,3,1,0,0,1017.6,1020.7428571428572,19.7,17.2,15.2,14.8,86,82.57142857142857,72,91.0,3.0,0.5428571428571445,40.0,False,NNE,19.0,False,0.0,5.242857142857145,0.0,0
63,2000-03-04,3,1,0,0,1014.6,1019.6714285714287,23.7,20.0,17.3,16.8,82,85.0,48,85.14285714285714,9.0,1.8000000000000018,40.0,False,NNE,15.0,False,0.0,5.071428571428572,0.0,0
64,2000-03-05,3,1,0,0,1011.6,1018.257142857143,25.3,21.0,18.4,17.7,82,87.14285714285714,28,75.85714285714286,10.3,3.271428571428573,30.0,False,NNE,10.0,False,0.0,5.071428571428572,0.0,0
65,2000-03-06,3,1,0,0,1013.4,1017.1714285714287,20.7,18.6,16.8,15.8,84,86.28571428571429,85,74.42857142857143,1.1,3.4285714285714306,60.0,False,ENE,24.0,False,0.0,4.685714285714286,0.0,0
66,2000-03-07,3,1,0,0,1015.5,1016.1714285714287,20.2,18.1,16.5,13.4,75,85.0,58,69.14285714285714,7.7,4.52857142857143,50.0,False,ENE,31.0,False,0.0,3.914285714285715,0.0,0
67,2000-03-08,3,1,0,0,1017.0,1015.5571428571429,18.4,16.9,15.8,12.8,77,82.71428571428571,70,65.14285714285714,4.4,5.157142857142859,60.0,False,ENE,34.0,False,0.0,2.0857142857142863,0.0,0
68,2000-03-09,3,1,0,0,1018.6,1015.4714285714288,17.9,16.2,14.8,11.9,76,80.28571428571429,58,59.857142857142854,8.2,6.242857142857145,50.0,False,ENE,39.0,False,0.0,7.61295788314393e-16,0.0,0
69,2000-03-10,3,1,0,0,1016.5,1015.3142857142858,18.3,16.5,15.0,13.2,81,79.57142857142857,78,60.714285714285715,4.7,6.4857142857142875,50.0,False,ENE,32.0,False,0.0,7.61295788314393e-16,9.8,1
70,2000-03-11,3,1,0,0,1011.9,1014.9285714285714,19.2,17.9,16.2,16.0,89,80.57142857142857,87,66.28571428571429,0.0,5.200000000000002,40.0,False,NNE,20.0,False,9.8,1.4000000000000008,2.1,1
71,2000-03-12,3,1,0,0,1011.9,1014.9714285714284,19.0,17.4,15.4,16.2,93,82.14285714285714,95,75.85714285714286,0.1,3.7428571428571447,50.0,False,ENE,26.0,False,2.1,1.7000000000000008,1.3,1
72,2000-03-13,3,1,0,0,1014.5,1015.1285714285714,17.9,16.9,15.0,14.5,86,82.42857142857143,92,76.85714285714286,0.0,3.5857142857142876,40.0,False,NNE,26.0,False,1.3,1.8857142857142866,0.0,0
73,2000-03-14,3,1,0,0,1015.1,1015.0714285714286,19.1,18.0,16.6,15.6,86,84.0,89,81.28571428571429,1.0,2.6285714285714303,30.0,False,NNE,26.0,False,0.0,1.8857142857142866,0.0,0
74,2000-03-15,3,1,0,0,1012.7,1014.4571428571428,22.9,19.9,17.4,17.7,87,85.42857142857143,57,79.42857142857143,5.7,2.814285714285716,40.0,True,NNE,19.0,True,0.0,1.8857142857142866,0.3,0
75,2000-03-16,3,1,0,0,1011.7,1013.4714285714284,22.9,20.2,17.9,17.9,87,87.0,85,83.28571428571429,0.1,1.6571428571428588,30.0,False,NNE,14.0,False,0.3,1.9285714285714295,0.0,0
76,2000-03-17,3,1,0,0,1013.9,1013.0999999999998,18.1,17.1,15.9,11.4,70,85.42857142857143,96,85.85714285714286,0.1,1.0000000000000016,60.0,False,ENE,40.0,False,0.0,1.9285714285714295,0.0,0
77,2000-03-18,3,1,0,0,1012.8,1013.2285714285714,19.8,18.0,15.7,14.2,79,84.0,89,86.14285714285714,0.2,1.0285714285714302,30.0,False,NNE,24.0,False,0.0,0.5285714285714295,0.0,0
78,2000-03-19,3,1,0,0,1013.0,1013.3857142857142,24.6,21.0,19.3,17.9,83,82.57142857142857,89,85.28571428571429,1.3,1.2000000000000017,30.0,False,NNE,17.0,False,0.0,0.22857142857142948,0.0,0
79,2000-03-20,3,1,0,0,1014.9,1013.4428571428571,21.2,19.3,18.3,14.2,73,80.71428571428571,74,82.71428571428571,5.8,2.0285714285714307,50.0,False,ENE,35.0,False,0.0,0.04285714285714375,0.0,0
80,2000-03-21,3,1,0,0,1014.4,1013.3428571428569,22.8,20.6,17.9,14.8,70,78.42857142857143,58,78.28571428571429,6.7,2.8428571428571447,50.0,False,ENE,21.0,False,0.0,0.04285714285714375,0.0,0
81,2000-03-22,3,1,0,0,1013.9,1013.5142857142855,25.1,22.4,20.3,19.4,83,77.85714285714286,21,73.14285714285714,9.2,3.3428571428571447,30.0,False,NNE,8.0,False,0.0,0.04285714285714375,0.0,0
82,2000-03-23,3,1,0,0,1015.9,1014.1142857142855,25.1,22.2,20.2,18.7,81,77.0,52,68.42857142857143,5.7,4.142857142857144,40.0,False,NNE,14.0,False,0.0,8.961085841617335e-16,0.0,0
83,2000-03-24,3,1,0,0,1018.9,1014.8285714285712,22.4,20.2,19.0,14.8,71,77.14285714285714,67,64.28571428571429,5.3,4.885714285714287,10.0,True,NNE,31.0,True,0.0,8.961085841617335e-16,0.0,0
84,2000-03-25,3,1,0,0,1020.1,1015.8714285714284,21.8,19.7,18.0,10.8,57,74.0,61,60.285714285714285,7.6,5.942857142857144,70.0,True,ENE,34.0,True,0.0,8.961085841617335e-16,0.0,0
85,2000-03-26,3,1,0,0,1019.9,1016.8571428571425,22.4,20.2,18.5,13.7,66,71.57142857142857,73,58.0,2.1,6.057142857142859,50.0,True,ENE,16.0,True,0.0,8.961085841617335e-16,0.0,0
86,2000-03-27,3,1,0,0,1016.3,1017.0571428571427,23.9,20.9,18.4,15.4,71,71.28571428571429,17,49.857142857142854,7.9,6.357142857142859,20.0,False,NNE,10.0,False,0.0,8.961085841617335e-16,0.0,0
87,2000-03-28,3,1,0,0,1014.5,1017.0714285714284,27.7,22.9,19.4,16.3,68,71.0,22,44.714285714285715,9.9,6.814285714285716,280.0,False,WNW,6.0,False,0.0,8.961085841617335e-16,0.0,0
88,2000-03-29,3,1,0,0,1017.0,1017.5142857142856,25.3,22.6,20.1,16.0,67,68.71428571428571,20,44.57142857142857,9.9,6.9142857142857155,50.0,False,ENE,16.0,False,0.0,8.961085841617335e-16,0.0,0
89,2000-03-30,3,1,0,0,1014.8,1017.3571428571429,24.6,21.5,19.2,14.8,67,66.71428571428571,56,45.142857142857146,6.7,7.057142857142858,40.0,False,NNE,20.0,False,0.0,8.961085841617335e-16,0.0,0
90,2000-03-31,3,1,0,0,1009.6,1016.0285714285716,24.8,22.8,21.1,20.1,85,68.71428571428571,86,47.857142857142854,2.8,6.700000000000001,40.0,False,NNE,14.0,False,0.0,8.961085841617335e-16,1.5,1
91,2000-04-01,4,1,0,0,1007.1,1014.1714285714287,27.0,24.1,21.6,21.7,87,73.0,86,51.42857142857143,2.7,6.000000000000001,140.0,False,SSE,14.0,False,1.5,0.21428571428571516,47.9,1
92,2000-04-02,4,1,0,0,1009.5,1012.6857142857144,22.7,21.3,20.7,19.6,90,76.42857142857143,92,54.142857142857146,0.0,5.700000000000001,40.0,False,NNE,18.0,False,47.9,7.057142857142858,124.2,1
93,2000-04-03,4,1,0,0,1009.2,1011.6714285714287,24.8,22.4,20.8,21.5,95,79.85714285714286,93,65.0,0.0,4.571428571428572,60.0,False,ENE,24.0,False,124.2,24.800000000000004,0.3,0
94,2000-04-04,4,1,0,0,1010.1,1011.0428571428573,21.8,21.0,20.2,19.8,93,83.42857142857143,92,75.0,0.0,3.1571428571428584,40.0,False,NNE,12.0,False,0.3,24.84285714285715,2.3,1
95,2000-04-05,4,1,0,0,1012.4,1010.3857142857144,23.6,21.9,19.7,18.5,81,85.42857142857143,86,84.42857142857143,1.3,1.92857142857143,20.0,False,NNE,20.0,False,2.3,25.171428571428578,0.0,0
96,2000-04-06,4,1,0,0,1015.4,1010.4714285714286,20.7,20.1,19.2,15.6,76,86.71428571428571,89,89.14285714285714,0.1,0.9857142857142869,70.0,False,ENE,45.0,False,0.0,25.171428571428578,0.0,0
97,2000-04-07,4,1,0,0,1015.9,1011.3714285714285,21.8,20.7,19.1,16.8,79,85.85714285714286,95,90.42857142857143,0.4,0.6428571428571441,70.0,False,ENE,31.0,False,0.0,25.171428571428578,0.0,0
98,2000-04-08,4,1,0,0,1014.6,1012.4428571428571,21.5,21.1,20.5,18.3,84,85.42857142857143,92,91.28571428571429,0.0,0.2571428571428584,80.0,False,ENE,34.0,False,0.0,24.957142857142863,0.0,0
99,2000-04-09,4,1,0,0,1013.0,1012.9428571428571,24.4,22.0,19.9,19.1,84,84.57142857142857,77,89.14285714285714,4.4,0.885714285714287,40.0,False,NNE,20.0,False,0.0,18.11428571428572,0.3,0
100,2000-04-10,4,1,0,0,1013.8,1013.6,26.0,23.2,21.8,20.7,86,83.28571428571429,91,88.85714285714286,0.7,0.985714285714287,20.0,False,NNE,15.0,False,0.3,0.41428571428571914,0.0,0
101,2000-04-11,4,1,0,0,1015.4,1014.3571428571428,22.3,21.2,20.7,17.4,79,81.28571428571429,86,88.0,2.7,1.3714285714285726,70.0,False,ENE,38.0,False,0.0,0.3714285714285763,0.8,0
102,2000-04-12,4,1,0,0,1012.1,1014.3142857142857,24.2,22.0,20.1,19.2,84,81.71428571428571,90,88.57142857142857,1.7,1.4285714285714295,50.0,False,ENE,14.0,False,0.8,0.15714285714286205,16.8,1
103,2000-04-13,4,1,0,0,1008.9,1013.3857142857142,23.9,23.1,22.3,21.9,93,84.14285714285714,88,88.42857142857143,0.0,1.4142857142857153,40.0,False,NNE,11.0,False,16.8,2.557142857142862,60.8,1
104,2000-04-14,4,1,0,0,1006.7,1012.0714285714286,26.3,24.4,21.7,22.7,91,85.85714285714286,91,87.85714285714286,0.0,1.357142857142858,230.0,False,WSW,28.0,False,60.8,11.242857142857147,2.1,1
105,2000-04-15,4,1,0,0,1012.1,1011.7142857142857,24.9,22.2,20.7,17.0,73,84.28571428571429,83,86.57142857142857,3.3,1.8285714285714296,10.0,False,NNE,29.0,False,2.1,11.542857142857146,0.0,0
106,2000-04-16,4,1,0,0,1015.1,1012.0142857142857,24.6,21.3,19.0,13.5,62,81.14285714285714,49,82.57142857142857,10.0,2.6285714285714294,90.0,False,E,22.0,False,0.0,11.542857142857146,0.0,0
107,2000-04-17,4,1,0,0,1015.3,1012.2285714285715,24.3,21.7,20.0,16.8,74,79.42857142857143,76,80.42857142857143,7.5,3.600000000000001,70.0,False,ENE,32.0,False,0.0,11.500000000000004,0.0,0
108,2000-04-18,4,1,0,0,1013.7,1011.9857142857144,25.4,23.1,21.2,19.6,81,79.71428571428571,76,79.0,7.6,4.300000000000001,50.0,False,ENE,23.0,False,0.0,11.500000000000004,0.0,0
109,2000-04-19,4,1,0,0,1010.9,1011.8142857142857,28.2,25.1,22.8,22.3,85,79.85714285714286,65,75.42857142857143,6.7,5.014285714285714,30.0,True,NNE,9.0,True,0.0,11.38571428571429,0.0,0
110,2000-04-20,4,1,0,0,1009.0,1011.8285714285714,28.8,26.3,24.7,22.8,81,78.14285714285714,67,72.42857142857143,10.0,6.442857142857143,230.0,False,WSW,7.0,False,0.0,8.985714285714291,0.7,0
111,2000-04-21,4,1,0,0,1009.7,1012.2571428571429,26.8,25.8,24.9,24.0,90,78.0,85,71.57142857142857,0.2,6.471428571428572,240.0,False,WSW,7.0,False,0.7,0.4000000000000057,16.5,1
112,2000-04-22,4,1,0,0,1009.4,1011.8714285714285,28.8,26.4,24.2,23.6,85,79.71428571428571,86,72.0,5.8,6.828571428571429,230.0,False,WSW,9.0,False,16.5,2.4571428571428626,172.5,1
113,2000-04-23,4,1,0,0,1009.2,1011.0285714285712,25.8,23.4,22.7,22.9,97,84.71428571428571,96,78.71428571428571,0.0,5.4,70.0,False,ENE,19.0,False,172.5,27.100000000000005,1.0,0
114,2000-04-24,4,1,0,0,1008.5,1010.0571428571427,22.8,22.4,21.9,21.2,93,87.42857142857143,96,81.57142857142857,0.0,4.328571428571429,60.0,False,ENE,28.0,False,1.0,27.24285714285715,0.1,0
115,2000-04-25,4,1,0,0,1006.3,1008.9999999999999,30.2,26.3,22.4,23.5,85,88.0,85,82.85714285714286,5.8,4.071428571428571,220.0,False,SSW,20.0,False,0.1,27.257142857142863,33.3,1
116,2000-04-26,4,1,0,0,1006.7,1008.3999999999999,29.8,26.8,23.8,24.2,86,88.14285714285714,89,86.28571428571429,0.4,3.1714285714285713,220.0,False,SSW,25.0,False,33.3,32.01428571428572,1.9,1
117,2000-04-27,4,1,0,0,1010.1,1008.5571428571428,25.9,23.6,21.0,21.3,87,89.0,88,89.28571428571429,0.9,1.8714285714285712,60.0,False,ENE,24.0,False,1.9,32.28571428571429,54.2,1
118,2000-04-28,4,1,0,0,1010.9,1008.7285714285714,21.9,20.7,19.9,19.7,94,89.57142857142857,92,90.28571428571429,0.0,1.8428571428571427,60.0,False,ENE,38.0,False,54.2,39.92857142857144,9.9,1
119,2000-04-29,4,1,0,0,1011.7,1009.0571428571428,24.6,22.6,20.9,21.7,95,91.0,91,91.0,0.5,1.0857142857142856,30.0,False,NNE,18.0,False,9.9,38.98571428571429,0.6,0
120,2000-04-30,4,1,0,0,1010.1,1009.1857142857143,29.1,26.3,23.3,24.1,89,89.85714285714286,87,89.71428571428571,4.6,1.7428571428571427,30.0,False,NNE,10.0,False,0.6,14.428571428571436,10.0,1
